,Date,Open,High,Low,Close,Volume,score,cont_len,compound_score,final_tag,target value,year,month,day
247,2013-04-25,1578.93,1592.64,1578.93,1585.16,591309504.0,2,14,0.0,neutral,1,2013,4,25
248,2013-04-26,1585.16,1585.78,1577.56,1582.24,558080320.0,3,61,0.67,positive,0,2013,4,26
249,2013-04-29,1582.34,1596.65,1582.34,1593.61,455326880.0,1,222,0.87,positive,1,2013,4,29
250,2013-04-30,1593.58,1597.57,1586.5,1597.57,676820608.0,1,123,0.0,neutral,1,2013,4,30
251,2013-02-05,1582.77,1598.6,1582.77,1597.59,464684416.0,3,186,0.62,positive,1,2013,2,5
252,2013-03-05,1597.6,1618.46,1597.6,1614.42,528213536.0,2,386,-0.04,negative,1,2013,3,5
253,2013-06-05,1614.4,1619.77,1614.21,1617.5,477645664.0,1,62,-0.64,negative,1,2013,6,5
254,2013-07-05,1617.55,1626.03,1616.64,1625.96,489537536.0,0,322,0.59,positive,1,2013,7,5
255,2013-08-05,1625.95,1632.78,1622.7,1632.69,516801472.0,1,96,0.17,positive,1,2013,8,5
256,2013-09-05,1632.69,1635.01,1623.09,1626.67,482900672.0,1,57,0.42,positive,0,2013,9,5
257,2013-10-05,1626.69,1633.7,1623.71,1633.7,475475488.0,1,27,0.0,neutral,1,2013,10,5
258,2013-05-13,1632.1,1636.0,1626.74,1633.77,455174880.0,2,281,-0.73,negative,1,2013,5,13
259,2013-05-14,1633.75,1651.1,1633.75,1650.34,529472000.0,1,289,-0.08,negative,1,2013,5,14
260,2013-05-15,1649.13,1661.49,1646.68,1658.78,547590400.0,1,74,0.0,neutral,1,2013,5,15
261,2013-05-16,1658.07,1660.51,1648.6,1650.47,562299328.0,1,4,0.0,neutral,0,2013,5,16
262,2013-05-17,1652.45,1667.47,1652.45,1667.47,717787392.0,1,16,0.77,positive,1,2013,5,17
263,2013-05-20,1665.71,1672.84,1663.52,1666.29,494665952.0,1,16,0.0,neutral,1,2013,5,20
264,2013-05-21,1666.2,1674.93,1662.67,1669.16,513919040.0,1,139,0.71,positive,1,2013,5,21
265,2013-05-22,1669.39,1687.18,1648.86,1655.35,683490432.0,0,92,0.0,neutral,0,2013,5,22
266,2013-05-23,1651.62,1655.5,1635.53,1650.51,610989376.0,1,68,0.0,neutral,0,2013,5,23
267,2013-05-24,1646.67,1649.78,1636.88,1649.6,449088384.0,1,43,0.0,neutral,1,2013,5,24
268,2013-05-28,1652.63,1674.21,1652.63,1660.06,554619712.0,2,96,-0.56,negative,1,2013,5,28
269,2013-05-29,1656.57,1656.57,1640.05,1648.36,511999488.0,1,31,0.0,neutral,0,2013,5,29
270,2013-05-30,1649.14,1661.91,1648.61,1654.41,525967968.0,1,221,0.0,neutral,1,2013,5,30
271,2013-05-31,1652.13,1658.99,1630.74,1630.74,872444608.0,1,129,0.3,positive,0,2013,5,31
272,2013-03-06,1631.71,1640.42,1622.72,1640.42,614601792.0,1,76,0.0,neutral,1,2013,3,6
273,2013-05-06,1629.05,1629.31,1607.09,1608.9,573941056.0,5,1187,0.96,positive,0,2013,5,6
274,2013-06-06,1609.29,1622.56,1598.23,1622.56,611811968.0,4,89,0.34,positive,1,2013,6,6
275,2013-07-06,1625.27,1644.4,1625.27,1643.38,588722112.0,1,179,0.03,positive,1,2013,7,6
276,2013-10-06,1644.67,1648.69,1639.26,1642.81,446790496.0,1,53,0.0,neutral,0,2013,10,6
277,2013-11-06,1638.64,1640.13,1622.92,1626.13,494419744.0,1,70,0.0,neutral,0,2013,11,6
278,2013-12-06,1629.94,1637.71,1610.92,1612.52,496663680.0,1,227,-0.36,negative,0,2013,12,6
279,2013-06-13,1612.15,1639.25,1608.07,1636.36,508786048.0,0,126,0.1,positive,1,2013,6,13
280,2013-06-14,1635.52,1640.8,1623.96,1626.73,454660192.0,1,96,-0.42,negative,0,2013,6,14
281,2013-06-17,1630.64,1646.5,1630.34,1639.04,517127360.0,1,528,0.49,positive,1,2013,6,17
282,2013-06-18,1639.77,1654.19,1639.77,1651.81,468885664.0,2,70,0.0,neutral,1,2013,6,18
283,2013-06-19,1651.83,1652.45,1628.91,1628.93,564339840.0,1,202,0.84,positive,0,2013,6,19
284,2013-06-20,1624.62,1624.62,1584.32,1588.19,783320960.0,1,36,0.0,neutral,0,2013,6,20
285,2013-06-21,1588.62,1599.19,1577.7,1592.43,1521151104.0,2,40,0.0,neutral,1,2013,6,21
286,2013-06-24,1588.77,1588.77,1560.33,1573.09,700688000.0,1,164,0.26,positive,0,2013,6,24
287,2013-06-26,1592.27,1606.83,1592.27,1603.26,568844608.0,3,51,-0.48,negative,1,2013,6,26
288,2013-06-27,1606.44,1620.07,1606.44,1613.2,518668672.0,3,219,0.32,positive,1,2013,6,27
289,2013-01-07,1609.78,1626.61,1609.78,1614.96,526115136.0,2,80,0.62,positive,1,2013,1,7
290,2013-03-07,1611.48,1618.97,1604.57,1615.41,303759136.0,1,104,0.31,positive,1,2013,3,7
291,2013-05-07,1618.65,1632.07,1614.71,1631.89,430664640.0,1,5,0.42,positive,1,2013,5,7
292,2013-08-07,1634.2,1644.68,1634.2,1640.46,742917120.0,3,104,0.0,neutral,1,2013,8,7
293,2013-10-07,1651.56,1657.92,1647.66,1652.62,509090304.0,3,6,0.0,neutral,1,2013,10,7
294,2013-11-07,1657.41,1676.63,1657.41,1675.02,566455744.0,1,181,-0.05,negative,1,2013,11,7
295,2013-12-07,1675.26,1680.19,1672.33,1680.19,588945728.0,1,534,0.56,positive,1,2013,12,7
296,2013-07-15,1679.59,1684.51,1677.89,1682.5,427337632.0,1,63,0.0,neutral,1,2013,7,15
297,2013-07-16,1682.7,1683.73,1671.84,1676.26,476974368.0,2,197,-0.04,negative,0,2013,7,16
298,2013-07-17,1677.91,1684.75,1677.91,1680.91,566833088.0,2,70,0.81,positive,1,2013,7,17
299,2013-07-18,1681.05,1693.12,1681.05,1689.37,539273920.0,1,80,0.39,positive,1,2013,7,18
300,2013-07-19,1686.15,1692.09,1684.08,1692.09,770584192.0,-2,59,0.0,neutral,1,2013,7,19
301,2013-07-22,1694.41,1697.61,1690.67,1695.53,502083104.0,2,116,0.0,neutral,1,2013,7,22
302,2013-07-23,1696.63,1698.78,1691.13,1692.39,459706016.0,1,244,0.59,positive,0,2013,7,23
303,2013-07-24,1696.06,1698.38,1682.57,1685.94,532656576.0,1,4,0.0,neutral,0,2013,7,24
304,2013-07-25,1685.21,1690.94,1680.07,1690.25,518129216.0,1,56,-0.58,negative,1,2013,7,25
305,2013-07-26,1687.31,1691.85,1676.03,1691.65,466156032.0,2,182,-0.68,negative,1,2013,7,26
306,2013-07-29,1690.32,1690.92,1681.86,1685.33,419819552.0,1,77,0.2,positive,0,2013,7,29
307,2013-07-30,1687.92,1693.19,1682.42,1685.96,499839296.0,2,32,0.44,positive,0,2013,7,30
308,2013-07-31,1687.76,1698.43,1684.94,1685.73,664419840.0,1,129,0.0,neutral,0,2013,7,31
309,2013-01-08,1689.42,1707.85,1689.42,1706.87,530951104.0,5,60,-0.59,negative,1,2013,1,8
310,2013-05-08,1708.01,1709.24,1703.55,1707.14,369575840.0,-1,62,0.0,neutral,0,2013,5,8
311,2013-06-08,1705.79,1705.79,1693.29,1697.37,454070400.0,2,180,-0.35,negative,0,2013,6,8
312,2013-07-08,1695.3,1695.3,1684.91,1690.91,445614144.0,2,611,0.86,positive,0,2013,7,8
313,2013-08-08,1693.35,1700.18,1688.38,1697.48,453654656.0,1,75,0.0,neutral,1,2013,8,8
314,2013-12-08,1688.37,1691.49,1683.35,1689.47,382142528.0,1,118,0.0,neutral,1,2013,12,8
315,2013-08-13,1690.65,1696.81,1682.62,1694.16,413884832.0,1,202,0.68,positive,1,2013,8,13
316,2013-08-14,1693.88,1695.52,1684.83,1685.39,420471648.0,1,52,-0.3,negative,0,2013,8,14
317,2013-08-15,1679.61,1679.61,1658.59,1661.32,510318464.0,0,18,0.36,positive,0,2013,8,15
318,2013-08-16,1661.22,1663.6,1652.61,1655.83,650111744.0,2,646,0.65,positive,0,2013,8,16
319,2013-08-19,1655.25,1659.18,1645.84,1646.06,442953888.0,9,37,0.0,neutral,0,2013,8,19
320,2013-08-20,1646.81,1658.92,1646.08,1652.35,436119584.0,3,168,-0.56,negative,1,2013,8,20
321,2013-08-21,1650.66,1656.99,1639.43,1642.8,479892032.0,1,38,0.0,neutral,0,2013,8,21
322,2013-08-22,1645.03,1659.55,1645.03,1656.96,407240096.0,23,60,0.0,neutral,1,2013,8,22
323,2013-08-23,1659.92,1664.85,1654.81,1663.5,454291296.0,2,154,0.0,neutral,1,2013,8,23
324,2013-08-26,1664.29,1669.51,1656.02,1656.78,416322368.0,1,33,0.0,neutral,0,2013,8,26
325,2013-08-27,1652.54,1652.54,1629.05,1630.48,506000064.0,1,108,0.46,positive,0,2013,8,27
326,2013-08-28,1630.25,1641.18,1627.47,1634.96,438063040.0,3,48,-0.78,negative,1,2013,8,28
327,2013-08-29,1633.5,1646.41,1630.88,1638.17,389334848.0,1,59,0.52,positive,1,2013,8,29
328,2013-08-30,1638.89,1640.08,1628.05,1632.97,542310528.0,1,141,0.0,neutral,0,2013,8,30
329,2013-03-09,1635.95,1651.35,1633.41,1639.77,525167808.0,1,147,0.26,positive,1,2013,3,9
330,2013-04-09,1640.72,1655.72,1637.41,1653.08,530963712.0,1,6,0.0,neutral,1,2013,4,9
331,2013-05-09,1653.28,1659.17,1653.07,1655.08,435460128.0,1,100,0.88,positive,1,2013,5,9
332,2013-06-09,1657.44,1664.83,1640.62,1655.17,492524608.0,4,197,0.68,positive,0,2013,6,9
333,2013-09-09,1656.85,1672.4,1656.85,1671.71,440884800.0,7,180,0.72,positive,1,2013,9,9
334,2013-10-09,1674.32,1684.09,1674.32,1683.99,499155040.0,2,70,-0.05,negative,1,2013,10,9
335,2013-11-09,1681.04,1689.13,1678.7,1689.13,484793056.0,1,149,0.42,positive,1,2013,11,9
336,2013-12-09,1689.21,1689.97,1681.96,1683.42,459040640.0,3,32,0.0,neutral,0,2013,12,9
337,2013-09-13,1685.04,1688.73,1682.22,1687.99,395148096.0,1,172,0.81,positive,1,2013,9,13
338,2013-09-16,1691.7,1704.95,1691.7,1697.6,459764480.0,2,206,0.12,positive,1,2013,9,16
339,2013-09-17,1697.73,1705.52,1697.73,1704.76,425239904.0,1,49,0.0,neutral,1,2013,9,17
340,2013-09-18,1705.74,1729.44,1700.35,1725.52,580426240.0,1,14,0.0,neutral,1,2013,9,18
341,2013-09-19,1727.34,1729.86,1720.2,1722.34,514394016.0,1,46,0.51,positive,0,2013,9,19
342,2013-09-20,1722.44,1725.23,1708.89,1709.91,1383413632.0,6,64,0.3,positive,0,2013,9,20
343,2013-09-23,1711.44,1711.44,1697.1,1701.84,511866176.0,1,29,0.0,neutral,0,2013,9,23
344,2013-09-24,1702.6,1707.63,1694.9,1697.42,509947392.0,3,24,-0.32,negative,0,2013,9,24
345,2013-09-25,1698.02,1701.71,1691.88,1692.77,475587744.0,1,70,-0.2,negative,0,2013,9,25
346,2013-09-26,1694.05,1703.85,1693.11,1698.67,440223488.0,1,375,0.93,positive,1,2013,9,26
347,2013-09-27,1695.52,1695.52,1687.11,1691.75,489103104.0,1,24,0.73,positive,0,2013,9,27
348,2013-09-30,1687.26,1687.26,1674.99,1681.55,629131264.0,1,286,0.49,positive,0,2013,9,30
349,2013-01-10,1682.41,1696.55,1682.07,1695.0,462701056.0,1,7,0.42,positive,1,2013,1,10
350,2013-02-10,1691.9,1693.87,1680.34,1693.87,484326528.0,2,670,0.75,positive,1,2013,2,10
351,2013-03-10,1692.35,1692.35,1670.36,1678.66,499857024.0,2,107,0.0,neutral,0,2013,3,10
352,2013-04-10,1678.79,1691.94,1677.33,1690.5,440017056.0,1,744,0.76,positive,1,2013,4,10
353,2013-07-10,1687.15,1687.15,1674.7,1676.12,425290336.0,1,27,0.32,positive,0,2013,7,10
354,2013-08-10,1676.22,1676.79,1655.03,1655.45,571411520.0,1,108,0.0,neutral,0,2013,8,10
355,2013-09-10,1656.99,1662.47,1646.47,1656.4,574130112.0,1,71,0.44,positive,0,2013,9,10
356,2013-10-10,1660.88,1692.56,1660.88,1692.56,552177600.0,2,125,-0.36,negative,1,2013,10,10
357,2013-11-10,1691.09,1703.44,1688.52,1703.2,482553184.0,0,514,0.75,positive,1,2013,11,10
358,2013-10-14,1699.86,1711.03,1692.13,1710.14,424196640.0,2,81,0.46,positive,1,2013,10,14
359,2013-10-15,1709.17,1711.57,1695.93,1698.06,532916160.0,1,19,0.0,neutral,0,2013,10,15
360,2013-10-16,1700.49,1721.76,1700.49,1721.54,543564800.0,2,22,-0.59,negative,1,2013,10,16
361,2013-10-17,1720.17,1733.45,1714.12,1733.15,542925248.0,1,188,-0.79,negative,1,2013,10,17
362,2013-10-18,1736.72,1745.31,1735.74,1744.5,703510848.0,1,323,0.64,positive,1,2013,10,18
363,2013-10-21,1745.2,1747.79,1740.67,1744.66,498906016.0,1,16,0.0,neutral,0,2013,10,21
364,2013-10-22,1746.48,1759.33,1746.48,1754.67,569504384.0,1,5,0.0,neutral,1,2013,10,22
365,2013-10-23,1752.27,1752.27,1740.5,1746.38,533654080.0,-1,10,0.0,neutral,0,2013,10,23
366,2013-10-24,1747.48,1753.94,1745.5,1752.07,525480416.0,2,474,-0.78,negative,1,2013,10,24
367,2013-10-25,1756.01,1759.82,1752.45,1759.77,541907712.0,1,32,0.0,neutral,1,2013,10,25
368,2013-10-28,1759.42,1764.99,1757.67,1762.11,579556608.0,2,390,-0.18,negative,1,2013,10,28
369,2013-10-29,1762.93,1772.09,1762.93,1771.95,501806208.0,1,75,0.46,positive,1,2013,10,29
370,2013-10-30,1772.27,1775.22,1757.24,1763.31,480263712.0,1,87,0.0,neutral,0,2013,10,30
371,2013-10-31,1763.24,1768.53,1755.72,1756.54,635805632.0,1,654,0.87,positive,0,2013,10,31
372,2013-04-11,1763.4,1768.78,1761.56,1767.93,431930880.0,1,74,0.0,neutral,1,2013,4,11
373,2013-05-11,1765.67,1767.03,1755.76,1762.97,487444064.0,5,133,0.42,positive,0,2013,5,11
374,2013-06-11,1765.0,1773.74,1764.4,1770.49,499953728.0,1,32,0.64,positive,1,2013,6,11
375,2013-07-11,1770.74,1774.54,1746.2,1747.15,602191296.0,1,24,0.0,neutral,0,2013,7,11
376,2013-08-11,1748.37,1770.78,1747.63,1770.61,575603648.0,2,236,0.69,positive,1,2013,8,11
377,2013-11-11,1769.96,1773.44,1767.85,1771.89,388547616.0,2,128,0.45,positive,1,2013,11,11
378,2013-12-11,1769.51,1771.78,1762.29,1767.69,457417792.0,1,80,0.0,neutral,0,2013,12,11
379,2013-11-13,1764.37,1782.0,1760.64,1782.0,528086784.0,2,91,0.3,positive,1,2013,11,13
380,2013-11-14,1782.75,1791.53,1780.22,1790.62,526450144.0,-5,27,0.0,neutral,1,2013,11,14
381,2013-11-15,1790.66,1798.22,1790.66,1798.18,668120320.0,3,142,-0.54,negative,1,2013,11,15
382,2013-11-18,1798.82,1802.33,1788.0,1791.53,496627680.0,1,228,0.58,positive,0,2013,11,18
383,2013-11-19,1790.79,1795.51,1784.72,1787.87,471416992.0,1,828,-0.46,negative,0,2013,11,19
384,2013-11-20,1789.59,1795.73,1777.23,1781.37,486419488.0,3,99,-0.89,negative,0,2013,11,20
385,2013-11-21,1783.52,1797.16,1783.52,1795.85,501020576.0,8,146,0.36,positive,1,2013,11,21
386,2013-11-22,1797.21,1804.84,1794.7,1804.76,450318016.0,-4,9,-0.54,negative,1,2013,11,22
387,2013-11-25,1806.33,1808.1,1800.58,1802.48,482740864.0,1,20,0.0,neutral,0,2013,11,25
388,2013-11-26,1802.87,1808.42,1800.77,1802.75,566536576.0,1,58,-0.05,negative,0,2013,11,26
389,2013-11-27,1803.48,1808.27,1802.77,1807.23,380423904.0,1,23,0.0,neutral,1,2013,11,27
390,2013-11-29,1808.69,1813.55,1803.98,1805.81,357478752.0,1,107,0.62,positive,0,2013,11,29
391,2013-02-12,1806.55,1810.02,1798.6,1800.9,470156032.0,1,42,0.0,neutral,0,2013,2,12
392,2013-03-12,1800.1,1800.1,1787.85,1795.15,535826848.0,2,15,0.0,neutral,0,2013,3,12
393,2013-04-12,1793.15,1799.8,1779.09,1792.81,591186240.0,0,80,0.2,positive,0,2013,4,12
394,2013-05-12,1792.82,1792.82,1783.38,1785.03,576708544.0,1,76,0.59,positive,0,2013,5,12
395,2013-06-12,1788.36,1806.04,1788.36,1805.09,516851968.0,1,22,0.0,neutral,1,2013,6,12
396,2013-09-12,1806.21,1811.52,1806.21,1808.37,495544640.0,1,107,0.05,positive,1,2013,9,12
397,2013-10-12,1807.6,1808.52,1801.75,1802.62,484093248.0,1,93,0.0,neutral,0,2013,10,12
398,2013-11-12,1802.76,1802.97,1780.09,1782.22,561170112.0,1,406,0.23,positive,0,2013,11,12
399,2013-12-12,1781.71,1782.99,1772.28,1775.5,527653440.0,1,38,0.71,positive,0,2013,12,12
400,2013-12-13,1777.98,1780.92,1772.45,1775.32,450441536.0,2,106,-0.21,negative,0,2013,12,13
401,2013-12-16,1777.48,1792.22,1777.48,1786.54,537011904.0,0,3,0.42,positive,1,2013,12,16
402,2013-12-17,1786.47,1786.77,1777.05,1781.0,513352160.0,1,556,-0.27,negative,0,2013,12,17
403,2013-12-18,1781.46,1811.08,1767.99,1810.65,702164224.0,1,81,0.0,neutral,1,2013,12,18
404,2013-12-19,1809.0,1810.88,1801.35,1809.6,518257792.0,1,48,-0.67,negative,1,2013,12,19
405,2013-12-20,1810.39,1823.75,1810.25,1818.32,1402679296.0,1,138,0.76,positive,1,2013,12,20
406,2013-12-23,1822.92,1829.75,1822.92,1827.99,439203200.0,1,86,0.0,neutral,1,2013,12,23
407,2013-12-24,1828.02,1833.32,1828.02,1833.32,187691760.0,1,176,0.73,positive,1,2013,12,24
408,2013-12-26,1834.96,1842.84,1834.96,1842.02,298737280.0,2,115,0.38,positive,1,2013,12,26
409,2013-12-27,1842.97,1844.89,1839.81,1841.4,274879136.0,2,169,0.84,positive,0,2013,12,27
410,2013-12-30,1841.47,1842.47,1838.77,1841.07,308193088.0,1,20,0.71,positive,0,2013,12,30
411,2013-12-31,1842.61,1849.44,1842.41,1848.36,399844768.0,2,40,0.0,neutral,1,2013,12,31
412,2014-02-01,1845.86,1845.86,1827.74,1831.98,463338432.0,2,82,0.0,neutral,0,2014,2,1
413,2014-03-01,1833.21,1838.24,1829.13,1831.37,399831232.0,2,77,0.6,positive,0,2014,3,1
414,2014-06-01,1832.31,1837.16,1823.73,1826.77,500749376.0,1,669,-0.58,negative,0,2014,6,1
415,2014-07-01,1828.71,1840.1,1828.71,1837.88,508596672.0,2,10,0.0,neutral,1,2014,7,1
416,2014-08-01,1837.9,1840.02,1831.4,1837.49,589383168.0,6,83,0.0,neutral,0,2014,8,1
417,2014-09-01,1839.0,1843.23,1830.38,1838.13,529520704.0,1,114,0.51,positive,0,2014,9,1
418,2014-10-01,1840.06,1843.15,1832.43,1842.37,491739072.0,1,347,-0.82,negative,1,2014,10,1
419,2014-01-13,1841.26,1843.45,1815.52,1819.2,585806720.0,7,25,0.4,positive,0,2014,1,13
420,2014-01-14,1821.36,1839.26,1821.36,1838.88,521314080.0,2,8,-0.23,negative,1,2014,1,14
421,2014-01-15,1840.52,1850.84,1840.52,1848.38,563999680.0,1,70,0.0,neutral,1,2014,1,15
422,2014-01-16,1847.99,1847.99,1840.3,1845.89,486069664.0,1,157,0.49,positive,0,2014,1,16
423,2014-01-17,1844.23,1846.04,1835.23,1838.7,819605120.0,1,34,0.36,positive,0,2014,1,17
424,2014-01-21,1841.05,1849.31,1832.38,1843.8,610444544.0,2,220,-0.49,negative,1,2014,1,21
425,2014-01-22,1844.71,1846.87,1840.88,1844.86,512338816.0,1,412,-0.56,negative,1,2014,1,22
426,2014-01-23,1842.29,1842.29,1820.06,1828.46,593087104.0,1,21,0.0,neutral,0,2014,1,23
427,2014-01-24,1826.96,1826.96,1790.29,1790.29,730151040.0,4,77,-0.16,negative,0,2014,1,24
428,2014-01-27,1791.03,1795.98,1772.88,1781.56,653126528.0,1,184,0.88,positive,0,2014,1,27
429,2014-01-28,1783.0,1793.87,1779.49,1792.5,526147616.0,2,131,0.44,positive,1,2014,1,28
430,2014-01-29,1790.15,1790.15,1770.45,1774.2,655960576.0,2,149,0.08,positive,0,2014,1,29
431,2014-01-30,1777.17,1798.77,1777.17,1794.19,571051008.0,0,76,0.0,neutral,1,2014,1,30
432,2014-01-31,1790.88,1793.88,1772.26,1782.59,776329664.0,1,132,-0.4,negative,0,2014,1,31
433,2014-03-02,1782.68,1784.83,1739.66,1741.89,759497600.0,1,80,0.61,positive,0,2014,3,2
434,2014-04-02,1743.82,1758.73,1743.82,1755.2,635294336.0,-1,501,0.83,positive,1,2014,4,2
435,2014-05-02,1753.38,1755.79,1737.92,1751.64,590110912.0,1,26,0.0,neutral,0,2014,5,2
436,2014-06-02,1752.99,1774.06,1752.99,1773.43,571755648.0,1,122,-0.74,negative,1,2014,6,2
437,2014-07-02,1776.01,1798.03,1776.01,1797.02,600247744.0,1,40,0.0,neutral,1,2014,7,2
438,2014-10-02,1796.2,1799.94,1791.83,1799.84,498168800.0,2,50,0.0,neutral,1,2014,10,2
439,2014-11-02,1800.45,1823.54,1800.41,1819.75,546459712.0,1,90,-0.4,negative,1,2014,11,2
440,2014-12-02,1820.12,1826.55,1815.97,1819.26,496327680.0,1,65,0.21,positive,0,2014,12,2
441,2014-02-13,1814.82,1830.25,1809.22,1829.83,542928576.0,2,57,0.36,positive,1,2014,2,13
442,2014-02-14,1828.46,1841.65,1825.59,1838.63,495117504.0,1,1013,-0.71,negative,1,2014,2,14
443,2014-02-18,1839.03,1842.87,1835.01,1840.76,546618496.0,2,31,0.0,neutral,1,2014,2,18
444,2014-02-19,1838.9,1847.5,1826.99,1828.75,530650336.0,1,434,0.97,positive,0,2014,2,19
445,2014-02-20,1829.24,1842.79,1824.58,1839.78,520620960.0,1,79,0.3,positive,1,2014,2,20
446,2014-02-21,1841.07,1846.13,1835.6,1836.25,680813056.0,1,167,0.4,positive,0,2014,2,21
447,2014-02-24,1836.78,1858.71,1836.78,1847.61,705543680.0,1,64,0.03,positive,1,2014,2,24
448,2014-02-25,1847.66,1852.91,1840.19,1845.12,505512800.0,2,34,0.1,positive,0,2014,2,25
449,2014-02-26,1845.79,1852.65,1840.66,1845.16,505238592.0,1,201,0.0,neutral,0,2014,2,26
450,2014-02-27,1844.9,1854.53,1841.13,1854.29,517164928.0,1,26,0.0,neutral,1,2014,2,27
451,2014-02-28,1855.12,1867.92,1847.67,1859.45,728624448.0,2,643,-0.7,negative,1,2014,2,28
452,2014-03-03,1857.68,1857.68,1834.44,1845.73,508998560.0,3,80,0.0,neutral,0,2014,3,3
453,2014-04-03,1849.23,1876.23,1849.23,1873.91,555989248.0,8,25,0.0,neutral,1,2014,4,3
454,2014-05-03,1874.05,1876.53,1871.11,1873.81,490908640.0,-1,8,0.13,positive,0,2014,5,3
455,2014-06-03,1874.18,1881.94,1874.18,1877.03,506237536.0,2,211,-0.75,negative,1,2014,6,3
456,2014-07-03,1878.52,1883.57,1870.56,1878.04,507130784.0,1,235,0.72,positive,0,2014,7,3
457,2014-10-03,1877.86,1877.87,1867.04,1877.17,439330720.0,2,18,0.0,neutral,0,2014,10,3
458,2014-11-03,1878.26,1882.35,1863.88,1867.63,452021728.0,12,49,0.0,neutral,0,2014,11,3
459,2014-12-03,1866.15,1868.38,1854.38,1868.2,459683712.0,1,54,0.34,positive,1,2014,12,3
460,2014-03-13,1869.06,1874.4,1841.86,1846.34,528187872.0,1,155,0.0,neutral,0,2014,3,13
461,2014-03-14,1845.07,1852.44,1839.57,1841.13,513409536.0,1,176,-0.4,negative,0,2014,3,14
462,2014-03-17,1842.81,1862.3,1842.81,1858.83,474079200.0,2,287,-0.31,negative,1,2014,3,17
463,2014-03-18,1858.92,1873.76,1858.92,1872.25,420516608.0,0,64,0.0,neutral,1,2014,3,18
464,2014-03-19,1872.25,1874.14,1850.35,1860.77,512768832.0,5,59,0.46,positive,0,2014,3,19
465,2014-03-20,1860.09,1873.49,1854.63,1872.01,481715360.0,1,147,0.53,positive,1,2014,3,20
466,2014-03-21,1874.53,1883.97,1863.46,1866.52,1556334336.0,1,27,0.36,positive,0,2014,3,21
467,2014-03-24,1867.67,1873.34,1849.69,1857.44,609139008.0,2,125,-0.42,negative,0,2014,3,24
468,2014-03-25,1859.48,1871.87,1855.96,1865.62,514678880.0,1,48,0.0,neutral,1,2014,3,25
469,2014-03-26,1867.09,1875.92,1852.56,1852.56,572994880.0,3,236,0.18,positive,0,2014,3,26
470,2014-03-27,1852.11,1855.55,1842.11,1849.04,598292928.0,1,247,-0.05,negative,0,2014,3,27
471,2014-03-28,1850.07,1866.63,1850.07,1857.62,466573952.0,1,200,0.91,positive,1,2014,3,28
472,2014-03-31,1859.16,1875.18,1859.16,1872.34,588338496.0,1,259,0.8,positive,1,2014,3,31
473,2014-01-04,1873.96,1885.84,1873.96,1885.52,528822112.0,1,447,0.91,positive,1,2014,1,4
474,2014-02-04,1886.61,1893.17,1883.79,1890.9,475492416.0,0,155,0.95,positive,1,2014,2,4
475,2014-03-04,1891.43,1893.8,1882.65,1888.77,499900992.0,1,140,0.62,positive,0,2014,3,4
476,2014-04-04,1890.25,1897.28,1863.26,1865.09,668879936.0,-2,33,0.61,positive,0,2014,4,4
477,2014-07-04,1863.92,1864.04,1841.48,1845.04,691982272.0,2,428,0.81,positive,0,2014,7,4
478,2014-08-04,1845.48,1854.95,1837.49,1851.96,577725696.0,1,76,0.66,positive,1,2014,8,4
479,2014-09-04,1852.64,1872.43,1852.38,1872.18,543696448.0,-3,255,0.87,positive,1,2014,9,4
480,2014-10-04,1872.28,1872.53,1830.87,1833.08,660580224.0,2,18,0.0,neutral,0,2014,10,4
481,2014-11-04,1830.65,1835.07,1814.36,1815.69,681861312.0,2,330,-0.85,negative,0,2014,11,4
482,2014-04-14,1818.18,1834.19,1815.8,1830.61,544581504.0,1,193,-0.7,negative,1,2014,4,14
483,2014-04-15,1831.45,1844.02,1816.29,1842.98,630045632.0,2,17,0.0,neutral,1,2014,4,15
484,2014-04-16,1846.01,1862.31,1846.01,1862.31,583572672.0,2,16,0.0,neutral,1,2014,4,16
485,2014-04-17,1861.73,1869.63,1856.72,1864.85,686778752.0,4,135,0.08,positive,1,2014,4,17
486,2014-04-21,1865.79,1871.89,1863.18,1871.89,457800064.0,2,89,0.0,neutral,1,2014,4,21
487,2014-04-22,1872.57,1884.89,1872.57,1879.55,508315648.0,1,210,0.8,positive,1,2014,4,22
488,2014-04-23,1879.32,1879.75,1873.91,1875.39,496694816.0,10,69,0.79,positive,0,2014,4,23
489,2014-04-24,1881.97,1884.06,1870.24,1878.61,536761216.0,1,159,0.65,positive,0,2014,4,24
490,2014-04-25,1877.72,1877.72,1859.7,1863.4,541251200.0,1,15,0.0,neutral,0,2014,4,25
491,2014-04-28,1865.0,1877.01,1850.61,1869.43,666878400.0,1,78,-0.15,negative,1,2014,4,28
492,2014-04-29,1870.78,1880.6,1870.78,1878.33,512177312.0,2,180,0.14,positive,1,2014,4,29
493,2014-04-30,1877.1,1885.2,1872.69,1883.95,645938432.0,2,55,-0.45,negative,1,2014,4,30
494,2014-01-05,1884.39,1888.59,1878.04,1883.68,482317376.0,1,75,0.82,positive,0,2014,1,5
495,2014-02-05,1885.3,1891.33,1878.5,1881.14,480716416.0,0,72,0.46,positive,0,2014,2,5
496,2014-05-05,1879.45,1885.51,1866.77,1884.66,426896864.0,2,376,-0.55,negative,1,2014,5,5
